,ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Community Area,Year
72360,12641121,JF172588,03/13/2022 01:05:00 AM,079XX S EMERALD AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,6,Auburn Gresham,2022
72369,12695062,JF237506,05/10/2022 09:10:00 PM,072XX S PEORIA ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,7,Englewood,2022
72379,12670837,JF208114,04/14/2022 06:00:00 AM,013XX W FLOURNOY ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,12,Near West Side,2022
72384,12719903,JF267611,06/04/2022 03:33:00 PM,076XX S DREXEL AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,6,Greater Grand Crossing,2022
72385,12783651,JF344244,08/04/2022 12:00:00 AM,003XX S GREEN ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,True,12,Near West Side,2022
72393,12757893,JF312711,07/10/2022 05:00:00 PM,016XX N KOLMAR AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,25,Humboldt Park,2022
72397,12802801,JF367173,08/23/2022 09:54:00 AM,026XX W 60TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,8,Chicago Lawn,2022
72398,12689235,JF230395,05/03/2022 07:20:00 PM,017XX W GREENLEAF AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,24,Rogers Park,2022
72400,12804674,JF369359,08/25/2022 01:50:00 AM,033XX W MADISON ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,False,True,11,East Garfield Park,2022
72401,12670148,JF207022,04/13/2022 05:19:00 PM,068XX S WINCHESTER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,7,West Englewood,2022
72403,12832986,JF403166,09/18/2022 11:43:00 PM,005XX N LAKE SHORE DR,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,18,Near North Side,2022
72430,12704464,JF246516,05/13/2022 01:09:00 PM,022XX N OAK PARK AVE,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,False,False,25,Montclare,2022
72439,12760352,JF316605,07/11/2022 10:08:00 AM,055XX S RICHMOND ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,8,Gage Park,2022
72455,12700606,JF244350,05/14/2022 12:00:00 PM,028XX N MANGO AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,25,Belmont Cragin,2022
72467,12819974,JF387378,09/04/2022 11:00:00 PM,061XX W DIVERSEY AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,25,Belmont Cragin,2022
72490,12795819,JF358842,08/15/2022 08:21:00 PM,100XX S ABERDEEN ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,22,Washington Heights,2022
72496,12677585,JF216176,04/22/2022 02:55:00 PM,048XX S CHICAGO BEACH DR,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2,Kenwood,2022
72518,12761307,JF317847,07/14/2022 08:08:00 PM,021XX W ADAMS ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,12,Near West Side,2022
72520,12652291,JF185067,03/24/2022 01:48:00 AM,050XX S COTTAGE GROVE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESTAURANT,False,True,2,Grand Boulevard,2022
72525,12807557,JF372789,08/27/2022 04:30:00 PM,0000X E ROOSEVELT RD,OTHER OFFENSE,VIOLENT OFFENDER - ANNUAL REGISTRATION,CTA BUS,True,False,1,Loop,2022
72541,12833670,JF404040,09/18/2022 12:00:00 AM,061XX N RAVENSWOOD AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,24,West Ridge,2022
72543,12677431,JF215791,04/22/2022 04:00:00 AM,013XX W CORTEZ ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,12,West Town,2022
72551,12717464,JF264622,06/01/2022 04:45:00 PM,022XX N HAMLIN AVE,OTHER OFFENSE,TELEPHONE THREAT,SCHOOL - PUBLIC GROUNDS,False,False,25,Logan Square,2022
72567,12636634,JF167208,02/22/2022 01:00:00 PM,062XX W 63RD ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,False,8,Clearing,2022
72579,12697733,JF240629,05/13/2022 11:05:00 AM,049XX W ADAMS ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,15,Austin,2022
72590,12823443,JF391472,09/11/2022 03:50:00 AM,019XX W 87TH ST,OTHER OFFENSE,LICENSE VIOLATION,OTHER (SPECIFY),False,False,22,Auburn Gresham,2022
72607,12695467,JF238063,05/11/2022 10:00:00 AM,005XX E 82ND ST,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,6,Chatham,2022
72629,12667381,JF204044,04/10/2022 10:10:00 PM,031XX W DOUGLAS BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,10,North Lawndale,2022
72678,12637462,JF167631,03/06/2022 12:00:00 PM,022XX W 80TH PL,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,8,Ashburn,2022
72688,12740248,JF292275,06/24/2022 08:00:00 AM,004XX E ONTARIO ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,18,Near North Side,2022
72708,12694193,JF235584,05/08/2022 12:00:00 AM,078XX S HALSTED ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,POLICE FACILITY / VEHICLE PARKING LOT,False,True,6,Auburn Gresham,2022
72751,12730837,JF280993,06/12/2022 08:00:00 AM,013XX N LATROBE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,25,Austin,2022
72758,12714392,JF261006,05/30/2022 12:00:00 PM,058XX S MARYLAND AVE,OTHER OFFENSE,TELEPHONE THREAT,HOSPITAL BUILDING / GROUNDS,False,False,2,Hyde Park,2022
72780,12702997,JF238618,04/30/2022 11:25:00 PM,029XX N CAMPBELL AVE,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,True,False,14,Avondale,2022
72867,12691070,JF232520,05/05/2022 10:00:00 PM,057XX S RICHMOND ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,8,Gage Park,2022
72872,12631743,JF161110,03/02/2022 02:00:00 PM,033XX W OGDEN AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SCHOOL - PUBLIC GROUNDS,False,False,10,North Lawndale,2022
72879,12677307,JF215771,04/20/2022 03:00:00 PM,044XX W WILCOX ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,11,West Garfield Park,2022
72880,12797469,JF359440,08/16/2022 07:00:00 PM,008XX N CICERO AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,15,Austin,2022
72920,12653989,JF187681,03/25/2022 09:38:00 PM,076XX S LOWE AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,6,Auburn Gresham,2022
72927,12681985,JF221293,04/26/2022 04:31:00 PM,013XX N LEAVITT ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,14,West Town,2022
72933,12813645,JF379910,09/01/2022 04:00:00 PM,087XX S BURLEY AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,4,South Chicago,2022
72944,12645986,JF178272,03/18/2022 10:13:00 AM,033XX W FILLMORE ST,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,POLICE FACILITY / VEHICLE PARKING LOT,True,False,11,North Lawndale,2022
72966,12721865,JF270038,03/22/2022 08:00:00 AM,094XX S MAY ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,False,False,22,Washington Heights,2022
72973,12762067,JF318549,07/15/2022 01:00:00 PM,048XX N KEDVALE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,17,Albany Park,2022
72986,12637580,JF168326,03/05/2022 11:22:00 AM,014XX N HALSTED ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,18,Near North Side,2022
72995,12642763,JF174335,02/20/2022 09:00:00 AM,048XX N TRIPP AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,17,Albany Park,2022
73040,12700993,JF240217,05/13/2022 03:10:00 AM,053XX W NEWPORT AVE,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,16,Portage Park,2022
73059,12743721,JF296554,02/27/2022 12:01:00 AM,097XX S INDIANA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,5,Roseland,2022
73095,12760686,JF317211,07/14/2022 12:00:00 AM,024XX N TRIPP AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),False,True,25,Hermosa,2022
73097,12642164,JF173781,03/14/2022 04:24:00 PM,044XX N LONG AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,16,Portage Park,2022
73103,12707040,JF252105,05/22/2022 06:31:00 PM,086XX S COLFAX AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,4,South Chicago,2022
73152,12791693,JF354020,08/12/2022 12:35:00 PM,094XX S UNION AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,22,Washington Heights,2022
73174,12640576,JF171767,03/12/2022 05:00:00 PM,081XX S EMERALD AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,6,Auburn Gresham,2022
73184,12640300,JF171510,03/12/2022 01:16:00 PM,043XX S WOOD ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,9,New City,2022
73193,12635910,JF166432,03/06/2022 11:50:00 PM,077XX S SOUTH SHORE DR,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,4,South Shore,2022
73213,12692009,JF233508,05/06/2022 05:00:00 PM,028XX S AVERS AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,10,South Lawndale,2022
73225,12752404,JF307012,07/06/2022 06:25:00 AM,003XX W 74TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,7,Greater Grand Crossing,2022
73228,12703709,JF248063,05/16/2022 08:30:00 AM,071XX S ROCKWELL ST,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,8,Chicago Lawn,2022
73229,12702744,JF246977,05/17/2022 12:23:00 PM,063XX N SHERIDAN RD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,24,Edgewater,2022
73273,12665306,JF201401,04/08/2022 08:00:00 AM,007XX S JEFFERSON ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,False,True,1,Near West Side,2022
73283,12640662,JF171999,03/12/2022 08:38:00 PM,044XX W MONROE ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,11,West Garfield Park,2022
73284,12758948,JF307827,06/14/2022 02:23:00 AM,013XX W BELMONT AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,19,Lake View,2022
73293,12759721,JF315831,07/08/2022 12:00:00 PM,040XX N KENMORE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,19,Uptown,2022
73312,12751944,JF306551,07/04/2022 09:38:00 PM,021XX S INDIANA AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1,Near South Side,2022
73322,12715481,JF262041,05/31/2022 09:14:00 AM,067XX S CAMPBELL AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,False,8,Chicago Lawn,2022
73332,12818482,JF385699,09/04/2022 10:30:00 AM,018XX N HARDING AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,25,Hermosa,2022
73344,12707451,JF252504,05/23/2022 10:50:00 AM,023XX N NORDICA AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,25,Austin,2022
73352,12675807,JF213959,04/20/2022 04:21:00 PM,021XX W ROSCOE ST,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESTAURANT,False,False,19,North Center,2022
73362,12826674,JF395363,09/13/2022 09:30:00 AM,069XX S WOLCOTT AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,7,West Englewood,2022
73377,12717519,JF264717,04/29/2022 05:30:00 PM,059XX W CHICAGO AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,15,Austin,2022
73388,12647694,JF180370,03/08/2022 07:00:00 PM,030XX N NEENAH AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,25,Belmont Cragin,2022
73404,12746155,JF299313,06/29/2022 10:13:00 PM,039XX N HARLEM AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,16,Dunning,2022
73413,12744099,JF292187,06/24/2022 12:20:00 AM,046XX N LEAMINGTON AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,16,Portage Park,2022
73460,12828194,JF395954,09/13/2022 12:00:00 PM,054XX W AGATITE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,16,Portage Park,2022
73471,12753552,JF308396,06/17/2022 07:33:00 AM,029XX S BONFIELD ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,9,Bridgeport,2022
73489,12667217,JF203787,04/10/2022 05:37:00 PM,017XX W 47TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,False,True,9,New City,2022
73495,12730512,JF280501,06/15/2022 02:00:00 AM,042XX S COTTAGE GROVE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2,Grand Boulevard,2022
73496,12804494,JF369130,08/24/2022 02:00:00 PM,074XX N ARTESIAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,24,West Ridge,2022
73504,12784999,JF346060,08/06/2022 01:05:00 AM,029XX W NORTH AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,14,West Town,2022
73506,12822025,JF389774,09/09/2022 03:00:00 PM,079XX S VERNON AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,6,Chatham,2022
73526,12742799,JF295308,06/25/2022 06:47:00 PM,132XX S DR MARTIN LUTHER KING JR DR,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,5,Riverdale,2022
73529,12705089,JF249778,05/10/2022 10:10:00 PM,030XX W ARMITAGE AVE,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT,False,False,14,Logan Square,2022
73537,12801893,JF366095,08/21/2022 10:48:00 PM,047XX S SEELEY AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,9,New City,2022
73566,12740530,JF292624,06/24/2022 03:47:00 PM,037XX N WILTON AVE,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,STREET,False,False,19,Lake View,2022
73570,12775374,JF334682,07/27/2022 10:24:00 PM,042XX W KAMERLING AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,25,Humboldt Park,2022
73576,12757210,JF312816,07/10/2022 10:00:00 PM,093XX S CALUMET AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,6,Roseland,2022
73648,12757702,JF313439,07/11/2022 06:53:00 AM,031XX W POLK ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,11,East Garfield Park,2022
73653,12687361,JF227993,05/02/2022 09:00:00 AM,0000X N PINE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,15,Austin,2022
73666,12774605,JF333851,07/26/2022 08:00:00 PM,105XX S OGLESBY AVE,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,4,South Deering,2022
73677,12723885,JF272289,06/08/2022 04:09:00 PM,011XX N LAWNDALE AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,11,Humboldt Park,2022
73700,12806482,JF371477,08/26/2022 02:00:00 AM,052XX W NELSON ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,25,Belmont Cragin,2022
73739,12826631,JF395407,09/04/2022 12:00:00 AM,008XX N HERMITAGE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,12,West Town,2022
73758,12819095,JF386292,09/05/2022 05:00:00 PM,091XX S ADA ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,22,Washington Heights,2022
73794,12761131,JF317748,07/13/2022 08:12:00 PM,052XX N WINTHROP AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,20,Edgewater,2022
73796,12674928,JF213087,04/19/2022 04:30:00 PM,049XX N HARDING AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,17,Albany Park,2022
73807,12645451,JF177691,03/17/2022 10:24:00 PM,026XX N CLARK ST,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,False,False,19,Lincoln Park,2022
73814,12771801,JF330481,07/25/2022 07:30:00 AM,009XX E 50TH ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,2,Kenwood,2022
73833,12794013,JF356784,08/14/2022 06:20:00 PM,026XX W 42ND ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,9,Brighton Park,2022
73840,12793104,JF355439,08/12/2022 06:00:00 PM,015XX W GARFIELD BLVD,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,7,West Englewood,2022
73862,12723547,JF271770,06/07/2022 07:00:00 PM,068XX S EVANS AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,3,Woodlawn,2022
73865,12647636,JF180113,03/19/2022 09:30:00 AM,105XX S DR MARTIN LUTHER KING JR DR,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,5,Roseland,2022
73898,12756825,JF312340,07/10/2022 05:04:00 AM,002XX N LA CROSSE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,15,Austin,2022
73923,12750829,JF305101,07/04/2022 01:06:00 PM,028XX W CONGRESS PKWY,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,11,East Garfield Park,2022
73995,12693471,JF235500,05/08/2022 10:26:00 PM,027XX N LECLAIRE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,25,Belmont Cragin,2022
73997,12659998,JF195091,04/02/2022 02:30:00 AM,049XX N DRAKE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,17,Albany Park,2022
74008,12811019,JF376782,08/30/2022 07:51:00 PM,080XX S HALSTED ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,6,Auburn Gresham,2022
74035,12767285,JF325122,07/17/2022 09:30:00 AM,025XX S HOMAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,10,South Lawndale,2022
74047,12707216,JF251603,05/22/2022 02:00:00 PM,046XX S HONORE ST,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,9,New City,2022
74055,12714601,JF260430,05/29/2022 08:44:00 PM,080XX S LANGLEY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,6,Chatham,2022
74070,12704142,JF248634,05/19/2022 09:00:00 PM,027XX W 68TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING / GROUNDS,False,True,8,Chicago Lawn,2022
74071,12690884,JF232104,05/02/2022 06:35:00 PM,100XX W OHARE ST,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,AIRPORT PARKING LOT,False,False,16,O'Hare,2022
74072,12632294,JF161802,03/03/2022 10:50:00 AM,039XX W GEORGE ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,25,Avondale,2022
74135,12655982,JF190192,03/29/2022 11:00:00 AM,028XX N BROADWAY,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,False,False,19,Lake View,2022
74147,12740501,JF292412,06/18/2022 11:30:00 PM,075XX W HORTENSE AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,True,16,Norwood Park,2022
74161,12831635,JF401451,09/18/2022 09:00:00 PM,044XX N KIMBALL AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,17,Albany Park,2022
74169,12826898,JF395658,09/09/2022 08:30:00 PM,023XX N MILWAUKEE AVE,OTHER OFFENSE,LICENSE VIOLATION,BARBERSHOP,False,False,14,Logan Square,2022
74175,12653615,JF186976,03/26/2022 06:30:00 AM,057XX S BISHOP ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,ALLEY,False,False,7,West Englewood,2022
74181,12805671,JF370436,08/25/2022 07:52:00 PM,038XX W GRAND AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,25,Humboldt Park,2022
74195,12648687,JF181630,03/21/2022 11:00:00 AM,047XX N KILDARE AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,17,Albany Park,2022
74219,12776453,JF335977,07/29/2022 07:00:00 AM,0000X W 40TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,2,Grand Boulevard,2022
74262,12640278,JF171402,03/12/2022 11:00:00 AM,050XX S EAST END AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,2,Kenwood,2022
74264,12761323,JF317878,07/14/2022 08:58:00 PM,074XX S RHODES AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,3,Greater Grand Crossing,2022
74271,12803217,JF367686,08/22/2022 01:00:00 PM,040XX N KOLMAR AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,17,Irving Park,2022
74312,12807253,JF372320,08/27/2022 09:03:00 AM,055XX W 55TH ST,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,AIRPORT EXTERIOR - SECURE AREA,False,False,8,Garfield Ridge,2022
74321,12773827,JF332915,07/26/2022 10:14:00 PM,022XX W 18TH PL,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,12,Lower West Side,2022
74328,12665731,JF201995,04/08/2022 08:18:00 PM,029XX N CICERO AVE,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,25,Belmont Cragin,2022
74336,12798442,JF361898,08/18/2022 09:50:00 PM,010XX N LAWLER AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,15,Austin,2022
74337,12759009,JF314918,07/09/2022 09:00:00 AM,017XX W NORTH AVE,OTHER OFFENSE,TELEPHONE THREAT,MEDICAL / DENTAL OFFICE,False,False,14,West Town,2022
74342,12694091,JF236345,05/09/2022 07:33:00 PM,079XX S THROOP ST,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,6,Auburn Gresham,2022
74349,12718437,JF265763,06/03/2022 02:57:00 AM,079XX S ESSEX AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,4,South Chicago,2022
74360,12743526,JF296332,06/19/2022 02:45:00 PM,048XX W CONGRESS PKWY,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,15,Austin,2022
74376,12633386,JF163347,02/20/2022 12:00:00 AM,070XX S JEFFERY BLVD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,False,False,3,South Shore,2022
74407,12635909,JF166465,03/06/2022 08:00:00 AM,042XX W LELAND AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,17,Albany Park,2022
74421,12816138,JF382945,09/02/2022 06:00:00 PM,049XX W SCHUBERT AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,VEHICLE NON-COMMERCIAL,False,True,25,Belmont Cragin,2022
74447,12682459,JF222054,04/27/2022 01:00:00 PM,067XX S MAY ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,7,Englewood,2022
74452,12677352,JF215899,04/21/2022 01:00:00 PM,058XX N PULASKI RD,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,17,North Park,2022
74461,12656633,JF190911,03/29/2022 06:30:00 PM,009XX W AGATITE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,19,Uptown,2022
74476,12728695,JF278311,06/11/2022 01:12:00 PM,020XX N CLARK ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,18,Lincoln Park,2022
74479,12782626,JF343290,08/03/2022 08:51:00 PM,014XX N CICERO AVE,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,25,Austin,2022
74509,12740734,JF292804,06/24/2022 07:11:00 PM,115XX S HALSTED ST,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,5,West Pullman,2022
74516,12705911,JF250812,05/20/2022 09:00:00 AM,034XX W HURON ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,11,Humboldt Park,2022
74535,12745761,JF298944,06/29/2022 11:00:00 AM,009XX W 31ST ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,9,Bridgeport,2022
74540,12677216,JF215667,04/20/2022 10:00:00 PM,020XX E 72ND ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,3,South Shore,2022
74547,12716136,JF263101,05/31/2022 11:30:00 PM,081XX S EMERALD AVE,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,6,Auburn Gresham,2022
74571,12681332,JF218793,04/22/2022 12:00:00 AM,036XX N JANSSEN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,19,Lake View,2022
74581,12651541,JF184898,03/24/2022 08:12:00 AM,016XX W 87TH ST,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,22,Auburn Gresham,2022
74587,12814809,JF380324,09/02/2022 12:45:00 PM,012XX E 53RD ST,OTHER OFFENSE,TELEPHONE THREAT,SIDEWALK,False,False,2,Hyde Park,2022
74591,12802468,JF366744,08/22/2022 09:58:00 PM,037XX N PITTSBURGH AVE,OTHER OFFENSE,OTHER WEAPONS VIOLATION,ALLEY,True,False,16,Dunning,2022
74598,12706615,JF251372,05/22/2022 08:47:00 AM,014XX E 67TH PL,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,3,South Shore,2022
74610,12752856,JF306820,06/30/2022 09:15:00 PM,007XX N MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,18,Near North Side,2022
